item_group_id;ID;title;description;google_product_category;product_type;link;image_link;additional_image_link;additional_image_link2;additional_image_link3;additional_image_link4;additional_image_link5;additional_image_link6;additional_image_link7;additional_image_link8;additional_image_link9;condition;availability;price;sale_price;sale_price_effective_date;brand;mpn;gender;age_group;color;material;pattern;tax;shipping;online_only;excluded_destination;size;custom_label_0;custom_label_1;pickup_sla;gtin;tags
HXW6470FY50UHC0UUF;HXW6470FY50UHC0UUF;Hogan - Sneakers Hogan Cool, BEIGE - Scarpe;Mix perfetto di elementi r√©tro e linee contemporanee, le sneakers Hogan Cool si caratterizzano per un look sobrio e raffinato. Dotata di una linguetta imbottita, la tomaia √® qui realizzata in pelle scamosciata e nappa, con un'H laterale dentellata in pelle liscia. La suola richiama il monogramma obliquo sul battistrada, mentre la soletta in memory foam assicura una calzata ammortizzata.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6470FY50UHC0UUF/;https://www.hogan.com/fashion/hoganNew/HXW6470FY50UHC0UUF/HXW6470FY50UHC0UUF-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6470FY50UHC0UUF/HXW6470FY50UHC0UUF-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6470FY50UHC0UUF/HXW6470FY50UHC0UUF-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6470FY50UHC0UUF/HXW6470FY50UHC0UUF-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6470FY50UHC0UUF/HXW6470FY50UHC0UUF-10.jpg?impolicy=hybris-white;;;;;;new;in stock;350.00 EUR;;;Hogan;HXW6470FY50UHC0UUF;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle liscia | smooth leather | pelle scamosciata | suede | nappa | soft leather | cool | hogan cool | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | vintage | elegante | raffinato | casual | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan cool
HXM7090GB90PJQC808;HXM7090GB90PJQC808;Hogan - Sneakers Hogan Interactive¬≥, BEIGE - Scarpe;Un'interpretazione contemporanea delle iconiche sneakers Hogan, in pelle scamosciata con H laterale in nappa. Caratterizzate da una suola ultraleggera che garantisce flessibilit√†, morbidezza e ammortizzazione, sono completate da una soletta in memory foam. Un modello urbano in perfetto equilibrio tra comfort e stile.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXM7090GB90PJQC808/;https://www.hogan.com/fashion/hoganNew/HXM7090GB90PJQC808/HXM7090GB90PJQC808-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7090GB90PJQC808/HXM7090GB90PJQC808-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7090GB90PJQC808/HXM7090GB90PJQC808-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7090GB90PJQC808/HXM7090GB90PJQC808-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7090GB90PJQC808/HXM7090GB90PJQC808-10.jpg?impolicy=hybris-white;;;;;;new;in stock;420.00 EUR;;;Hogan;HXM7090GB90PJQC808;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | pelle scamosciata | suede | nappa | soft leather | pelle | leather | interactive³ | hogan interactive³ | sneakers uomo | sneaker uomo | scarpa casual | luxury sneaker | iconico | casual | urbano | contemporaneo | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan interactive³
HXM7130GC80V4R0RWN;HXM7130GC80V4R0RWN;Hogan - Sneakers Hogan Interactive, BEIGE - Scarpe;Hogan Interactive √® un'icona senza tempo, dal 1997 interprete assoluta di un lusso funzionale e contemporaneo. Caratterizzate da un design elegante e una suola light che assicura elevazione e slancio, queste sneakers in pelle scamosciata e tessuto hanno un'H laterale in pelle liscia. Perfette per un look sporty chic, sono completate da una soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXM7130GC80V4R0RWN/;https://www.hogan.com/fashion/hoganNew/HXM7130GC80V4R0RWN/HXM7130GC80V4R0RWN-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7130GC80V4R0RWN/HXM7130GC80V4R0RWN-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7130GC80V4R0RWN/HXM7130GC80V4R0RWN-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7130GC80V4R0RWN/HXM7130GC80V4R0RWN-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM7130GC80V4R0RWN/HXM7130GC80V4R0RWN-10.jpg?impolicy=hybris-white;;;;;;new;in stock;430.00 EUR;;;Hogan;HXM7130GC80V4R0RWN;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | pelle liscia | smooth leather | pelle scamosciata | suede | pelle | leather | interactive | hogan interactive | sneakers uomo | sneaker uomo | scarpa casual | luxury sneaker | iconico | elegante | raffinato | casual | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan interactive
KJM12522030YDLC008;KJM12522030YDLC008;Hogan - Giubbotto in gabardine, BEIGE - Soprabiti > Giacca/Gilet;Giubbotto in gabardine di cotone idrorepellente, con collo a camicia in pelle scamosciata. Chiuso con una pratica cerniera a doppio cursore, ha tre tasche a filo. Un capo urbano versatile raffinato, con l'etichetta Hogan cucita sul bordo inferiore.;Abbigliamento e accessori > Abbigliamento > Abbigliamento per esterno > Cappotti e giacche;Soprabiti > Giacca/Gilet;https://www.hogan.com/it-it/p/KJM12522030YDLC008/;https://www.hogan.com/fashion/hoganNew/KJM12522030YDLC008/KJM12522030YDLC008-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KJM12522030YDLC008/KJM12522030YDLC008-32.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KJM12522030YDLC008/KJM12522030YDLC008-34.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KJM12522030YDLC008/KJM12522030YDLC008-37.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KJM12522030YDLC008/KJM12522030YDLC008-39.jpg?impolicy=hybris-white;;;;;;new;in stock;590.00 EUR;;;Hogan;KJM12522030YDLC008;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | pelle scamosciata | suede | cotone | cotton | pelle | leather | giacca uomo | jacket | outerwear | luxury jacket | elegante | raffinato | contemporaneo | urbano | città | ufficio | meeting | viaggio | smart casual | giubbotto in gabardine
KBW01WA0200UZU7E21;KBW01WA0200UZU7E21;Hogan - Borsa Shopping Hogan Script Piccola, BEIGE - Borsette > Borse;La shopping bag Script in formato piccolo, con bande sul fronte a formare una maxi H. Dotata di due manici fissi e una tracolla regolabile e removibile, questa borsa in pelle martellata presenta il charm H-Fob in metallo e il pendente portachiavi. Il vano interno, chiuso con bottone magnetico, √® provvisto di un'ampia busta centrale estraibile con cerniera.;Abbigliamento e accessori > Borsette, portafogli e custodie > Borsette;Borsette > Borse;https://www.hogan.com/it-it/p/KBW01WA0200UZU7E21/;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-08.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-11.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01WA0200UZU7E21/KBW01WA0200UZU7E21-12.jpg?impolicy=hybris-white;;;;new;in stock;650.00 EUR;;;Hogan;KBW01WA0200UZU7E21;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle martellata | grained leather | metallo | metal hardware | pelle | leather | script piccola | hogan script piccola | borsa shopping donna | tote bag | shopper | everyday bag | urbano | funzionale | versatile | contemporaneo | ufficio | viaggio | città | everyday | smart casual | borsa shopping hogan script piccola
HXW6930FX20U5WC023;HXW6930FX20U5WC023;Hogan - Sneakers Hogan Olympia, BEIGE - Scarpe;Una sneaker affusolata, super femminile, contrapposta ad una suola sportiva ispirata al calcio: le sneakers Hogan Olympia sono una rivisitazione contemporanea del modello iconico del brand, in un gioco di contrasti. Realizzate in pelle scamosciata con H laterale, si caratterizzano per le impunture dal gusto retr√≤. Un nuovo modello da donna dal tocco elegante, completato da una morbida soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6930FX20U5WC023/;https://www.hogan.com/fashion/hoganNew/HXW6930FX20U5WC023/HXW6930FX20U5WC023-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930FX20U5WC023/HXW6930FX20U5WC023-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930FX20U5WC023/HXW6930FX20U5WC023-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930FX20U5WC023/HXW6930FX20U5WC023-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930FX20U5WC023/HXW6930FX20U5WC023-10.jpg?impolicy=hybris-white;;;;;;new;in stock;420.00 EUR;;;Hogan;HXW6930FX20U5WC023;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle scamosciata | suede | pelle | leather | olympia | hogan olympia | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | sportivo | iconico | femminile | raffinato | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan olympia
KSWF652922SH82C602;KSWF652922SH82C602;Hogan - Calze, BEIGE - Calze;Calze corte misto lurex a costine, con logo Hogan sulla pianta.;Abbigliamento e accessori > Accessori di abbigliamento;Calze;https://www.hogan.com/it-it/p/KSWF652922SH82C602/;https://www.hogan.com/fashion/hoganNew/KSWF652922SH82C602/KSWF652922SH82C602-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KSWF652922SH82C602/KSWF652922SH82C602-12.jpg?impolicy=hybris-white;;;;;;;;;new;in stock;35.00 EUR;;;Hogan;KSWF652922SH82C602;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | calze donna | socks | calze corte | logo socks | casual | sportivo | essenziale | versatile | everyday | tempo libero | ufficio | viaggio | bassa formalità | calze
KBW01XS0100V0WC208;KBW01XS0100V0WC208;Hogan - Borsa Hobo Hogan Trend Mini, BEIGE - Borsette > Borse;Caratterizzata da un'H a rilievo sulla chiusura con nappina, questa raffinata hobo mini ha un manico a spalla regolabile. Realizzata in pelle scamosciata, √® un modello versatile per un everyday look urban chic.;Abbigliamento e accessori > Borsette, portafogli e custodie > Borsette;Borsette > Borse;https://www.hogan.com/it-it/p/KBW01XS0100V0WC208/;https://www.hogan.com/fashion/hoganNew/KBW01XS0100V0WC208/KBW01XS0100V0WC208-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01XS0100V0WC208/KBW01XS0100V0WC208-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01XS0100V0WC208/KBW01XS0100V0WC208-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01XS0100V0WC208/KBW01XS0100V0WC208-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01XS0100V0WC208/KBW01XS0100V0WC208-11.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KBW01XS0100V0WC208/KBW01XS0100V0WC208-12.jpg?impolicy=hybris-white;;;;;new;in stock;490.00 EUR;;;Hogan;KBW01XS0100V0WC208;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle scamosciata | suede | pelle | leather | trend mini | hogan trend mini | borsa hobo donna | hobo bag | shoulder bag | soft bag | elegante | raffinato | rilassato | contemporaneo | città | ufficio | weekend | everyday | smart casual | borsa hobo hogan trend mini
KSMF652936SP92C004;KSMF652936SP92C004;Hogan - Calze, BEIGE - Calze;Calze sneakers con dettagli a righe e logo Hogan sulla pianta.;Abbigliamento e accessori > Accessori di abbigliamento;Calze;https://www.hogan.com/it-it/p/KSMF652936SP92C004/;https://www.hogan.com/fashion/hoganNew/KSMF652936SP92C004/KSMF652936SP92C004-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KSMF652936SP92C004/KSMF652936SP92C004-12.jpg?impolicy=hybris-white;;;;;;;;;new;in stock;35.00 EUR;;;Hogan;KSMF652936SP92C004;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | calze uomo | socks | calze corte | logo socks | casual | sportivo | essenziale | versatile | everyday | tempo libero | ufficio | viaggio | bassa formalità | calze
HXW6930GA90BTMC023;HXW6930GA90BTMC023;Hogan - Scarpe da Barca Hogan Olympia, BEIGE - Scarpe;Una boat shoe affusolata, raffinata e femminile, contrapposta ad una suola sportiva ispirata al calcio: le Hogan Olympia nascono da un gioco di contrasti. Realizzate in pelle scamosciata, queste scarpe da barca hanno il tipico laccetto passante tagliato al vivo e dettagli a zig zag. Un nuovo modello da donna dal tocco elegante, completato da una morbida soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6930GA90BTMC023/;https://www.hogan.com/fashion/hoganNew/HXW6930GA90BTMC023/HXW6930GA90BTMC023-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930GA90BTMC023/HXW6930GA90BTMC023-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930GA90BTMC023/HXW6930GA90BTMC023-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930GA90BTMC023/HXW6930GA90BTMC023-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6930GA90BTMC023/HXW6930GA90BTMC023-10.jpg?impolicy=hybris-white;;;;;;new;in stock;420.00 EUR;;;Hogan;HXW6930GA90BTMC023;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle scamosciata | suede | pelle | leather | olympia | hogan olympia | scarpe da barca donna | boat shoes | deck shoes | mocassino nautico | sportivo | femminile | raffinato | classico | weekend | viaggio | città | smart casual | scarpe da barca hogan olympia
KSMF652937SP93C004;KSMF652937SP93C004;Hogan - Calze, BEIGE - Calze;Calze fantasmino con motivo a righe sul fronte.;Abbigliamento e accessori > Accessori di abbigliamento;Calze;https://www.hogan.com/it-it/p/KSMF652937SP93C004/;https://www.hogan.com/fashion/hoganNew/KSMF652937SP93C004/KSMF652937SP93C004-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KSMF652937SP93C004/KSMF652937SP93C004-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KSMF652937SP93C004/KSMF652937SP93C004-12.jpg?impolicy=hybris-white;;;;;;;;new;in stock;30.00 EUR;;;Hogan;KSMF652937SP93C004;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | calze uomo | socks | calze corte | logo socks | casual | sportivo | essenziale | versatile | everyday | tempo libero | ufficio | viaggio | bassa formalità | calze
HXW6980FB60UL60MB3;HXW6980FB60UL60MB3;Hogan - Sneakers Hogan Cool, BEIGE - Scarpe;Queste Hogan Cool abbinano una tomaia caratteristica e una nuovissima maxi suola leggera, con logo. Combinazione di raffinatezza ed elevazione, queste sneakers sono realizzate in pelle scamosciata. Dotate dell'H laterale in pelle liscia, sono completate da una confortevole soletta in memory foam.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6980FB60UL60MB3/;https://www.hogan.com/fashion/hoganNew/HXW6980FB60UL60MB3/HXW6980FB60UL60MB3-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6980FB60UL60MB3/HXW6980FB60UL60MB3-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6980FB60UL60MB3/HXW6980FB60UL60MB3-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6980FB60UL60MB3/HXW6980FB60UL60MB3-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6980FB60UL60MB3/HXW6980FB60UL60MB3-10.jpg?impolicy=hybris-white;;;;;;new;in stock;450.00 EUR;;;Hogan;HXW6980FB60UL60MB3;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle liscia | smooth leather | pelle scamosciata | suede | pelle | leather | cool | hogan cool | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | casual | urbano | contemporaneo | versatile | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan cool
HXW7100FY40BTMC023;HXW7100FY40BTMC023;Hogan - Sneakers Hogan H-Stripes, BEIGE - Scarpe;Nuovo modello dalle linee sportive e versatili, le sneakers H-Stripes sono caratterizzate da una suola extralight con righe verticali. La tomaia, dal design compatto e bilanciato, si distingue per un'H che si estende su tutto il lato. Il bordo superiore ha una morbida imbottitura. Questa versione full summer √® realizzata in pelle scamosciata, con un guardolo in rafia e una soletta in memory foam che assicura ammortizzazione.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW7100FY40BTMC023/;https://www.hogan.com/fashion/hoganNew/HXW7100FY40BTMC023/HXW7100FY40BTMC023-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7100FY40BTMC023/HXW7100FY40BTMC023-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7100FY40BTMC023/HXW7100FY40BTMC023-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7100FY40BTMC023/HXW7100FY40BTMC023-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7100FY40BTMC023/HXW7100FY40BTMC023-10.jpg?impolicy=hybris-white;;;;;;new;in stock;470.00 EUR;;;Hogan;HXW7100FY40BTMC023;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle scamosciata | suede | pelle | leather | h-stripes | hogan h-stripes | h stripes | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | casual | urbano | contemporaneo | versatile | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan h-stripes
HXM6010FZ40V5U419N;HXM6010FZ40V5U419N;Hogan - Sneakers Hogan H601, BEIGE - Scarpe;Look grintoso e suggestioni r√©tro convivono nelle Hogan H601. Pensata per un grip ottimale, la suola light ha un battistrada con i tipici tacchetti a forma di H. Queste sneakers presentano una tomaia in pelle scamosciata e tessuto, con H laterale in nabuk. La soletta in memory foam assicura una calzata ammortizzata.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXM6010FZ40V5U419N/;https://www.hogan.com/fashion/hoganNew/HXM6010FZ40V5U419N/HXM6010FZ40V5U419N-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6010FZ40V5U419N/HXM6010FZ40V5U419N-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6010FZ40V5U419N/HXM6010FZ40V5U419N-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6010FZ40V5U419N/HXM6010FZ40V5U419N-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXM6010FZ40V5U419N/HXM6010FZ40V5U419N-10.jpg?impolicy=hybris-white;;;;;;new;in stock;420.00 EUR;;;Hogan;HXM6010FZ40V5U419N;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | pelle scamosciata | suede | nabuk | nubuck | pelle | leather | h601 | hogan h601 | sneakers uomo | sneaker uomo | scarpa casual | luxury sneaker | vintage | grintoso | casual | urbano | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan h601
HZWTRKTD110000AAX6;HZWTRKTD110000AAX6;Hogan - Stringhe, BEIGE - Scarpe;Stringhe tubolari in tessuto d'ispirazione trekking, con terminali personalizzati.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HZWTRKTD110000AAX6/;https://www.hogan.com/fashion/hoganNew/HZWTRKTD110000AAX6/HZWTRKTD110000AAX6-01.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HZWTRKTD110000AAX6/HZWTRKTD110000AAX6-12.jpg?impolicy=hybris-white;;;;;;;;;new;in stock;35.00 EUR;;;Hogan;HZWTRKTD110000AAX6;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;A26;5-day;;donna | womenswear | female | beige | stringhe scarpe | shoelaces | lacci sneakers | lace accessory | sportivo | tecnico | personalizzabile | casual | personalizzazione | tempo libero | everyday | gifting | bassa formalità | stringhe
HXW6410EH41UXN0RVU;HXW6410EH41UXN0RVU;Hogan - Sneakers Hogan H641, BEIGE - Scarpe;Look grintoso e suggestioni r√©tro convivono nelle Hogan H641. Pensata per un grip ottimale, la suola light ha un battistrada con tacchetti a forma di H. Queste sneakers presentano una tomaia in pelle scamosciata, con inserti in morbida nappa e H laterale in pelle. La soletta in memory foam assicura una calzata ammortizzata.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW6410EH41UXN0RVU/;https://www.hogan.com/fashion/hoganNew/HXW6410EH41UXN0RVU/HXW6410EH41UXN0RVU-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410EH41UXN0RVU/HXW6410EH41UXN0RVU-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410EH41UXN0RVU/HXW6410EH41UXN0RVU-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410EH41UXN0RVU/HXW6410EH41UXN0RVU-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW6410EH41UXN0RVU/HXW6410EH41UXN0RVU-10.jpg?impolicy=hybris-white;;;;;;new;in stock;460.00 EUR;;;Hogan;HXW6410EH41UXN0RVU;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle scamosciata | suede | nappa | soft leather | pelle | leather | h641 | hogan h641 | sneakers donna | sneaker donna | scarpa casual | luxury sneaker | vintage | grintoso | casual | urbano | tempo libero | città | weekend | viaggio | smart casual | sneakers hogan h641
KQMB5522290ZFUC004;KQMB5522290ZFUC004;Hogan - Felpa in cotone, BEIGE - Polo;Felpa in cotone con cappuccio e coulisse. Caratterizzata da inserti in maglia a costine sui fianchi, sui polsini e sul fondo, presenta il logo Hogan stampato a contrasto sul petto.;Abbigliamento e accessori > Abbigliamento;Polo;https://www.hogan.com/it-it/p/KQMB5522290ZFUC004/;https://www.hogan.com/fashion/hoganNew/KQMB5522290ZFUC004/KQMB5522290ZFUC004-30.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB5522290ZFUC004/KQMB5522290ZFUC004-32.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB5522290ZFUC004/KQMB5522290ZFUC004-34.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB5522290ZFUC004/KQMB5522290ZFUC004-35.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB5522290ZFUC004/KQMB5522290ZFUC004-37.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/KQMB5522290ZFUC004/KQMB5522290ZFUC004-39.jpg?impolicy=hybris-white;;;;;new;in stock;270.00 EUR;;;Hogan;KQMB5522290ZFUC004;male;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;uomo | menswear | male | beige | cotone | cotton | felpa uomo | sweatshirt | casual top | crewneck | casual | urbano | rilassato | contemporaneo | tempo libero | weekend | viaggio | città | bassa formalità | felpa in cotone
HXW7050GB20BTMC600;HXW7050GB20BTMC600;Hogan - Mocassini Hogan Crosswind, BEIGE - Scarpe;Un modello da donna ispirato allo skating, con una suola chunky contrapposta a una tomaia chic e rilassata. Caratterizzati da una mascherina con charm H, questi mocassini sono realizzati in morbida pelle scamosciata. Raffinato tratto distintivo, il micro pattern H definisce la texture della suola in gomma e del battistrada. La soletta in memory foam aggiunge extra comfort e ammortizzazione.;Abbigliamento e accessori > Scarpe;Scarpe;https://www.hogan.com/it-it/p/HXW7050GB20BTMC600/;https://www.hogan.com/fashion/hoganNew/HXW7050GB20BTMC600/HXW7050GB20BTMC600-02.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7050GB20BTMC600/HXW7050GB20BTMC600-03.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7050GB20BTMC600/HXW7050GB20BTMC600-04.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7050GB20BTMC600/HXW7050GB20BTMC600-05.jpg?impolicy=hybris-white;https://www.hogan.com/fashion/hoganNew/HXW7050GB20BTMC600/HXW7050GB20BTMC600-10.jpg?impolicy=hybris-white;;;;;;new;in stock;370.00 EUR;;;Hogan;HXW7050GB20BTMC600;female;adult;BEIGE;;;;IT::Standard:0 EUR;;;;;P26;5-day;;donna | womenswear | female | beige | pelle scamosciata | suede | pelle | leather | crosswind | hogan crosswind | mocassini donna | loafer | scarpa slip-on elegante | luxury loafer | sportivo | grintoso | elegante | raffinato | ufficio | meeting | città | business casual | medio-alta formalità | mocassini hogan crosswind
